N,P,K,temperature,humidity,ph,rainfall,label,youtube link
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr16
27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr17
28,72,84,18.72963144,19.18197264,6.481783043,71.58010169,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr18
50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr19
39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr20
25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr21
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr22
26,80,83,17.08498521,16.14565756,7.528599957,71.31007253,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr23
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr24
31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr25
60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr26
59,62,83,18.57665902,19.22008229,8.104396058,72.94940441,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr27
22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr28
36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr29
59,60,84,19.03025305,18.66725565,7.690962338,94.70992037,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr30
54,77,85,17.1418614,17.0662427,7.829211144,83.74606679,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr31
43,68,81,17.47809436,17.93253975,6.761599706,78.92060234,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr32
28,76,82,20.56601874,14.25803981,6.654425315,83.75937135,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr33
42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr34
32,60,83,19.69141713,19.44225438,8.829273328,91.76071648,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr35
22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr36
31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr37
28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr38
57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr39
49,55,78,18.65580107,16.17772668,7.863113671,81.70769297,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr40
46,76,77,18.2356751,19.68538502,6.967843048,83.74879344,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr41
54,61,77,18.81198127,15.21618225,6.206582193,77.5429424,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr42
38,60,76,18.65054116,17.80852431,8.868741443,77.92798682,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr43
59,55,79,20.36720401,16.89574311,8.766128654,82.2545577,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr44
36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr45
57,68,81,17.17012591,17.30457712,8.081095263,72.78624223,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr46
35,66,81,19.37101121,15.77458129,6.138243973,85.24819851,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr47
35,64,78,17.92845928,14.27327988,7.496645259,85.37378769,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr48
52,60,79,19.45339934,18.23490739,8.380185271,75.6317566,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr49
27,76,83,19.12829388,14.92241479,6.289614016,89.61857826,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr50
57,60,84,19.1034283,17.26184541,6.586777189,75.49101167,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr51
52,68,78,17.48504075,16.96070581,6.89655198,86.05078037,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr52
43,79,79,19.40751744,18.98030507,7.806747656,80.25064637,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr53
44,74,85,20.18649426,19.63719995,7.150681303,78.26039559,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr54
24,55,78,17.30287885,15.15405941,6.64919573,75.57790384,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr55
29,77,75,17.50361137,15.48083156,7.778591618,72.9446671,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr56
20,60,78,18.17234999,14.70085967,6.358740355,90.7760707,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr57
56,67,78,17.57445618,16.71826572,8.255450758,77.81891424,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr58
37,66,85,20.93175255,18.91295403,6.456148474,78.06910795,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr59
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr60
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr61
20,79,77,18.54988627,16.02542689,7.64867466,76.32565249,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr62
24,56,85,18.19903647,17.41333199,6.545888558,80.6405403,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr63
51,72,75,18.88852533,14.99451145,7.104224797,80.1113384,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr64
57,73,85,18.49311205,14.72115044,7.358099622,91.94595352,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr65
22,64,82,19.48974337,17.17260319,6.4740245,87.51312796,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr66
52,73,79,17.25769499,18.74943955,7.840339389,94.00287214,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr67
29,75,75,19.62416326,18.71483156,7.064790365,88.4585692,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr68
44,59,78,20.67526473,19.85388984,7.599033472,84.78344008,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr69
41,69,82,20.02381489,16.63294455,6.715587232,68.97806542,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr70
52,56,85,20.1187446,14.44228303,6.81712422,88.68168643,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr71
34,76,80,20.65691793,15.84572566,7.985417393,65.23811143,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr72
42,74,83,19.2582557,14.2804191,7.545258424,65.78042032,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr73
34,71,79,17.927806,15.85622899,7.728998197,74.63872762,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr74
27,73,79,19.16288268,15.83500655,7.354973451,82.69766829,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr75
30,70,79,20.26942271,19.96978871,7.313122235,69.64449182,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr76
57,57,75,17.09104223,18.25142068,7.785039076,87.27444866,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr77
27,79,82,17.06579293,17.54024066,6.307004923,70.87150577,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr78
32,71,85,20.62767492,14.44008871,6.403982316,92.06630306,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr79
31,76,82,20.8248451,17.85057083,7.599279991,79.20509212,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr80
33,75,84,19.46210401,18.72831993,7.217018459,68.81405149,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr81
47,80,77,17.18248372,16.42891834,7.561108006,72.85017344,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr82
54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr83
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr84
35,57,83,19.48316794,17.44534641,7.476800943,80.4986291,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr85
53,73,77,19.71359733,18.09665739,7.325451279,73.64476535,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr86
45,61,78,19.48649305,16.06240074,6.489389282,81.5284269,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr87
37,78,79,19.95264829,14.82633099,7.786366322,88.6810311,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr88
30,75,81,19.41789736,16.80472243,6.408437886,68.4951189,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr89
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr90
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr91
22,60,85,18.8392908,14.74071856,7.811997977,94.78189594,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr92
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr93
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr94
39,76,76,19.96837462,15.57324389,8.135900726,69.15759062,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr95
35,63,76,17.81564548,17.60756635,7.714153038,90.82097601,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr96
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr97
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr98
48,65,78,17.43732714,14.33847406,7.861128148,73.0926704,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr99
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr100
40,58,75,18.59190771,14.77959596,7.168096055,89.60982451,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr101
49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,Gram,https://youtu.be/XKRFp3DlkII?si=XpiWcye2vBcn6Lr102
32,76,15,28.05153602,63.49802189,7.604110177,43.35795377,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
13,61,22,19.44084326,63.27771461,7.728832424,46.83130119,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
29,71,18,22.17499963,62.13873825,6.410441476,53.46622584,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
2,72,18,26.57597546,60.97876599,7.836719564,50.89110726,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
6,59,21,26.58972517,66.14007674,6.139215944,50.90994463,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
13,64,20,19.1345771,62.57526895,6.590571088,36.46946971,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
8,58,17,28.75273118,69.15640149,7.286049978,35.15426171,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
2,75,22,23.89271875,61.78779413,6.658605362,52.55730112,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
3,69,23,28.67408774,63.18832976,7.299360767,42.96018627,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
39,78,15,21.35499456,62.60136323,5.925391795,41.78219834,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
40,79,17,21.12695586,63.18738532,6.403683619,38.71834464,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
37,62,22,24.02037872,61.62313345,7.397546271,49.78102578,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
22,67,22,29.03017561,64.49166566,7.475926645,54.9393771,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
4,80,16,29.19585548,68.01965728,7.441976825,44.93261911,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
13,61,24,18.29783597,69.6897615,7.629910253,49.39111479,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
12,66,20,27.41434987,63.41785982,7.336117221,44.43177543,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
9,60,21,29.94413861,67.31323084,7.52178027,40.37113729,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
18,66,22,25.87990287,67.55109024,6.347379185,47.89645224,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
32,56,18,20.0467711,65.84395319,7.135251532,46.05333124,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
15,77,20,25.13163619,66.92642362,7.399749291,49.04015558,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
3,63,16,24.38041875,61.18458224,6.868881708,53.13946695,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
14,67,25,25.28710601,60.85993533,7.241151936,49.37369982,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
31,58,15,28.31886863,60.19461399,6.167855382,45.36521251,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
26,63,17,29.87854588,65.73085206,6.950300686,44.95654782,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
12,58,23,21.74600081,63.39503184,6.765091462,50.43306085,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
6,68,18,24.388717,62.50453062,6.711341147,47.26052494,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
10,79,20,24.98287462,66.895409,6.379881442,38.21370568,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
38,77,22,28.234829,69.3159965,6.313284268,35.36831423,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
28,69,16,29.77013109,66.29327012,6.547361618,35.69674138,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
12,67,23,25.62896213,63.14909763,6.585020303,45.49683991,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
36,67,20,20.39078312,60.47528931,6.924042372,53.31508572,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
12,71,19,24.91079638,60.71367427,7.142611056,42.19740397,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
26,66,22,18.06486101,65.1034354,6.300479414,51.54922825,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
10,75,17,18.43966037,68.05394959,7.732194788,39.00992137,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
35,74,22,26.7230014,62.96841833,6.898905799,42.87274897,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
7,63,24,19.55750776,64.45268309,6.818681086,53.04669416,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
36,65,16,25.71269843,64.1123333,7.692013657,50.17067771,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
28,67,21,21.79792649,63.73086065,6.250994223,46.62370222,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
28,79,16,24.70626432,60.26854183,6.052184881,53.12442925,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
0,67,22,29.82112112,69.4073209,6.593798387,51.56461082,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
10,56,18,27.99627907,68.6428593,7.32710972,46.10585191,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
26,56,22,23.05276444,60.424786,7.011121216,52.60285259,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
4,59,19,26.25070298,67.62779652,7.621494566,40.8106299,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
34,73,15,20.97195263,63.83179889,7.630424083,53.10207889,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,Moong,https://youtu.be/n4f-jtH7bvY?si=xbnPWRCtlMQL9kFy
69,45,511,34.0945479,60.024592,7.001709,388.30277,Jowar,https://youtu.be/M2srxu_LSBA?si=i_i4hzqjbzUO2gMn
117,54,393,36.0687735,56.273675,6.699636,395.37636,Jowar,https://youtu.be/M2srxu_LSBA?si=i_i4hzqjbzUO2gMn
71,31,476,30.9058025,65.04718,7.125775,369.0532,Jowar,https://youtu.be/M2srxu_LSBA?si=i_i4hzqjbzUO2gMn
74,56,520,27.9046097,53.821401,7.204353,366.39538,Jowar,https://youtu.be/M2srxu_LSBA?si=i_i4hzqjbzUO2gMn
76,54,345,28.7409056,60.979437,6.482628,379.76501,Jowar,https://youtu.be/M2srxu_LSBA?si=i_i4hzqjbzUO2gMn
